location,placeSep,lng,lat,fixedP
Teneriffe,Teneriffe $ Australia,153.048609,-27.4563879,Columbus left Pinzon on the Grand Canary with orders to try to obtain a caravel there$ while he sailed on to Gomera$ which he reached on Sunday night$ with a similar purpose. As he was unsuccessful he sent a message by a boat that was going back to tell Pinzon to beach the Pinta and repair her rudder; and having spent more days in fruitless search for a vessel$ he started back to join Pinzon on August 23rd. During the night he passed the Peak of Teneriffe$ which was then in eruption. The repairs to the Pinta$ doubtless in no way expedited by Messrs. Rascon and Quintera$ took longer than had been expected; it was found necessary to make an entirely new rudder for her; and advantage was taken of the delay to make some alterations in the rig of the Nina$ which was changed from a latine rig to a square rig$ so that she might be better able to keep up with the others. September had come before these two jobs were completed; and on the 2nd of September the three ships sailed for Gomera$ the most westerly of the islands$ where they anchored in the north-east bay. The Admiral was in a great hurry to get away from the islands and from the track of merchant ships$ for he had none too much confidence in the integrity of his crews$ which were already murmuring and finding every mishap a warning sign from God. He therefore only stayed long enough at Gomera to take in wood and water and provisions$ and set sail from that island on the 6th of September.
Guerra,San Antonio de Guerra $ Dominican Republic,-69.70123219999999,18.5576845,They did a little quiet discovery$ principally in the domain of human nature$ caroused with the friendly natives$ but attended to business all the time; with the result that in the following April they were back in Spain with a treasure of pearls out of which$ after Nifio had been made independent for life and Guerra$ Christoval$ and the rest of them had their shares$ there remained a handsome sum for the Crown. An extremely practical$ businesslike voyage this; full of lessons for our poor Christopher$ could he but have known and learned them.
of,Tulsa $ United States,-95.946,36.1519879,But he was not back in Espanola yet$ and his means for getting there were crumbling away beneath his feet. One of the three remaining caravels was entirely riddled by seaworms and had to be abandoned at the harbour called Puerto Bello; and the company was crowded on to two ships. The men now became more than ever discontented at the easterly course$ and on May 1st$ when he had come as far east as the Gulf of Darien$ Columbus felt obliged to bear away to the north$ although as it turned out he had not nearly made enough easting. He stood on this course$ for nine days$ the west-going current setting him down all the time; and the first land that he made$ on May 10th$ was the group of islands off the western end of Cuba which he had called the Queens Gardens.
Malmsey,Malmsey House$ Vauxhall St$ Lambeth$ London SE11 5LT$ UK,-0.1164294,51.4882019,We must think of him$ then$ at school in Genoa$ grinding out the tasks that are the common heritage of all small boys; working a little at the weaving$ interestedly enough at first$ no doubt$ while the importance of having a loom appealed to him$ but also no doubt rapidly cooling off in his enthusiasm as the pastime became a task$ and the restriction of indoor life began to be felt. For if ever there was a little boy who loved to idle about the wharves and docks$ here was that little boy. It was here$ while he wandered about the crowded quays and listened to the medley of talk among the foreign sailors$ and looked beyond the masts of the ships into the blue distance of the sea$ that the desire to wander and go abroad upon the face of the waters must first have stirred in his heart. The wharves of Genoa in those days combined in themselves all the richness of romance and adventure$ buccaneering$ trading$ and treasure-snatching$ that has ever crowded the pages of romance. There were galleys and caravels$ barques and feluccas$ pinnaces and caraccas. There were slaves in the galleys$ and bowmen to keep the slaves in subjection. There were dark-bearded Spaniards$ fair-haired Englishmen; there were Greeks$ and Indians$ and Portuguese. The bales of goods on the harbour-side were eloquent of distant lands$ and furnished object lessons in the only geography that young Christopher was likely to be learning. There was cotton from Egypt$ and tin and lead from Southampton. There were butts of Malmsey from Candia; aloes and cassia and spices from Socotra; rhubarb from Persia; silk from India; wool from Damascus$ raw wool also from Calais and Norwich. No wonder if the little house in the Vico Dritto di Ponticello became too narrow for the boy; and no wonder that at the age of fourteen he was able to have his way$ and go to sea. One can imagine him gradually acquiring an influence over his father$ Domenico$ as his will grew stronger and firmerhe with one grand object in life$ Domenico with none; he with a single clear purpose$ and Domenico with innumerable cloudy ones. And so$ on some day in the distant past$ there were farewells and anxious hearts in the weavers house$ and Christopher$ member of the crew of some trading caravel or felucca$ a diminishing object to the wet eyes of his mother$ sailed away$ and faded into the blue distance.
Adelantado,Adelantado $ Spain,-16.4007558,28.4895789,I have already said that I wrote to him and to the friars$ and immediately set out$ as I told him$ almost alone$ because all the people were with the Adelantado$ and likewise in order to prevent suspicion on his part. When he heard this$ he seized Don Diego and sent him on board a caravel loaded with irons$ and did the same to me upon my arrival$ and afterwards to the Adelantado when he came; nor did I speak to him any more$ nor to this day has he allowed any one to speak to me; and I take my oath that I cannot understand why I am made a prisoner.
Austria,Austria,14.550072,47.516231, In the month of May the Admiral was well enough at last to undertake the journey to Segovia. He travelled on a mule$ and was accompanied by his brother Bartholomew and his son Ferdinand. When he reached the Court he found the King civil and outwardly attentive to his recitals$ but apparently content with a show of civility and outward attention. Columbus was becoming really a nuisance; that is the melancholy truth. The King had his own affairs to attend to; he was already meditating a second marriage$ and thinking of the young bride he was to bring home to the vacant place of Isabella; and the very iteration of Columbuss complaints and demands had made them lose all significance for the King. He waved them aside with polite and empty promises$ as people do the demands of importunate children; and finally$ to appease the Admiral and to get rid of the intolerable nuisance of his applications$ he referred the whole question$ first to Archbishop DEA$ and then to the body of councillors which had been appointed to interpret Queen Isabellas will. The whole question at issue was whether or not the original agreement with Columbus$ which had been made before his discoveries$ should be carried out. The King$ who had foolishly subscribed to it simply as a matter of form$ never believing that anything much could come of it$ was determined that it should not be carried out$ as it would give Columbus a wealth and power to which no mere subject of a crown was entitled. The Admiral held fast to his privileges; the only thing that he would consent to submit to arbitration was the question of his revenues; but his titles and territorial authorities he absolutely stuck to. Of course the council did exactly what the King had done. They talked about the thing a great deal$ but they did nothing. Columbus was an invalid and broken man$ who might die any day$ and it was obviously to their interest to gain time by discussion and delaya cruel game for our Christopher$ who knew his days on earth to be numbered$ and who struggled in that web of time in which mortals try to hurry the events of the present and delay the events of the future. Meanwhile Philip of Austria and his wife Juana$ Isabellas daughter$ had arrived from Flanders to assume the crown of Castile$ which Isabella had bequeathed to them. Columbus saw a chance for himself in this coming change$ and he sent Bartholomew as an envoy to greet the new Sovereigns$ and to enlist their services on the Admirals behalf. Bartholomew was very well received$ but he was too late to be of use to the Admiral$ whom he never saw again; and this is our farewell to Bartholomew$ who passes out of our narrative here. He went to Rome after Christophers death on a mission to the Pope concerning some fresh voyages of discovery; and in 1508 he made$ so far as we know$ his one excursion into romance$ when he assisted at the production of an illegitimate little girlhis only descendant. He returned to Espanola under the governorship of his nephew Diego$ and died there in 1514stern$ valiant$ brotherly soul$ whose devotion to Christopher must be for ever remembered and honoured with the name of the Admiral.
Japan,Japan,138.252924,36.204824,This conception of the world excluded the Pacific Ocean and the continent of North and South America$ and made it reasonable to suppose that any one who sailed westward long enough from Spain would ultimately reach Cathay and the Indies. Behaims globe$ which was completed in the year 1492$ represented the farthest point that geographical knowledge had reached previous to the discoveries of Columbus$ and on it is shown the island of Cipango or Japan.
Brazil,Brazil,-51.92528,-14.235004,The coast of the mainland had thus been explored from the Bay of Honduras to Brazil$ and Columbus was obliged to admit that there was no strait. Having satisfied himself of that he decided to turn back to Veragua$ where he had seen the natives smelting gold$ in order to make some arrangement for establishing a colony there. The wind$ however$ which had headed him almost all the way on his easterly voyage$ headed him again now and began to blow steadily from the west. He started on his return journey on the 5th of December$ and immediately fell into almost worse troubles than he had been in before. The wood of the ships had been bored through and through by seaworms$ so that they leaked very badly; the crews were sick$ provisions were spoilt$ biscuits rotten. Young Ferdinand Columbus$ if he did not actually make notes of this voyage at the time$ preserved a very lively recollection of it$ and it is to his Historie$ which in its earlier passages is of doubtful authenticity$ that we owe some of the most human touches of description relating to this voyage. Any passage in his work relating to food or animals at this time has the true ring of boyish interest and observation$ and is in sharp contrast to the second-hand and artificial tone of the earlier chapters of his book. About the incident of the howling monkey$ which the Admirals Irish hound would not face$ Ferdinand remarks that it frighted a good dog that we had$ but frighted one of our wild boars a great deal more; and as to the condition of the biscuits when they turned westward again$ he says that they were so full of weevils that$ as God shall help me$ I saw many that stayed till night to eat their sop for fear of seeing them.
Island,Iceland,-19.020835,64.963051,But life$ even to the discoverer of a New World$ does not consist of wandering in the groves$ and listening to the singing birds$ and smelling the flowers$ and remembering the May nights of Andalusia. There was gold to be found and the mainland of Cathay to be discovered$ and a letter$ written by the sovereigns at his earnest request$ to be delivered to the Great Khan. The natives had told him of an island called Samoete to the southward$ which was said to contain a quantity of gold. He sailed thither on the 19th$ and called it Isabella; its modern name is Crooked Island. He anchored here and found it to be but another step in the ascending scale of his delight; it was greener and more beautiful than any of the islands he had yet seen. He spent some time looking for the gold$ but could not find any; although he heard of the island of Cuba$ which he took to be the veritable Cipango. He weighed anchor on October 24th and sailed south-west$ encountering some bad weather on the way; but on Sunday the 28th he came up with the north coast of Cuba and entered the mouth of a river which is the modern Nuevitas. To the island of Cuba he gave the name of Juana in honour of the young prince to whom his son Diego had been appointed a page.
Carthage,Carthage$ Tunisia,10.3217245,36.8529199,This stream of life has grown in force and volume with the passage of ages. It has always set from shore to sea in countless currents of adventure and speculation; but it has set most strongly from East to West. On its broad bosom the seeds of life and knowledge have been carried throughout the world. It brought the people of Tyre and Carthage to the coasts and oceans of distant worlds; it carried the English from Jutland across cold and stormy waters to the islands of their conquest; it carried the Romans across half the world; it bore the civilisation of the far East to new life and virgin western soils; it carried the new West to the old East$ and is in our day bringing back again the new East to the old West. Religions$ arts$ tradings$ philosophies$ vices and laws have been borne$ a strange flotsam$ upon its unchanging flood. It has had its springs and neaps$ its trembling high-water marks$ its hour of affluence$ when the world has been flooded with golden humanity; its ebb and effluence also$ when it has seemed to shrink and desert the kingdoms set upon its shores. The fifteenth century in Western Europe found it at a pause in its movements: it had brought the trade and the learning of the East to the verge of the Old World$ filling the harbours of the Mediterranean with ships and the monasteries of Italy and Spain with wisdom; and in the subsequent and punctual decadence that followed this flood$ there gathered in the returning tide a greater energy and volume which was to carry the Old World bodily across the ocean. And yet$ for all their wisdom and power$ the Spanish and Portuguese were still in the attitude of our primitive man$ standing on the sea-shore and looking out in wonder across the sea.
Juan,Austin $ United States,-97.71906580000001,30.25535369999999,Having thus set things going in the interior$ and once more restored Isabella to something like order$ he decided to take three ships and attempt to discover the coast of Cathay. The old Nina$ the San Juan$ and the Cordera$ three small caravels$ were provisioned for six months and manned by a company of fifty-two men. Francisco Nino went once more with the Admiral as pilot$ and the faithful Juan de la Cosa was taken to draw charts; one of the monks also$ to act as chaplain. The Admiral had a steward$ a secretary$ ten seamen and six boys to complete the company on the Nina. The San Juan was commanded by Alonso Perez Roldan and the Cordera by Christoval Nino. Diego was again left in command of the colony$ with four counsellors$ Friar Buil$ Fernandez Coronel$ Alonso Sanchez Carvajal$ and Juan de Luxan$ to assist his authority.
Tobago,Tobago$ Trinidad and Tobago,-60.69889089999999,11.2336911,On August 11th Columbus turned east again after having given up the attempt to find a passage to the north round Paria. There were practical considerations that brought him to this action. As the water was growing shoaler and shoaler he had sent a caravel of light draft some way further to the westward$ and she reported that there lay ahead of her a great inner bay or gulf consisting of almost entirely fresh water. Provisions$ moreover$ were running short$ and were$ as usual$ turning bad; the Admirals health made vigorous action of any kind impossible for him; he was anxious about the condition of Espanolaanxious also$ as we have seen$ to send this great news home; and he therefore turned back and decided to risk the passage of the Dragons Mouth. He anchored in the neighbouring harbour until the wind was in the right quarter$ and with some trepidation put his ships into the boiling tideway. When they were in the middle of the passage the wind fell to a dead calm$ and the ships$ with their sails hanging loose$ were borne on the dizzy surface of eddies$ overfalls$ and whirls of the tide. Fortunately there was deep water in the passage$ and the strength of the current carried them safely through. Once outside they bore away to the northward$ sighting the islands of Tobago and Grenada and$ turning westward again$ came to the islands of Cubagua and Margarita$ where three pounds of pearls were bartered from the natives. A week after the passage of the Dragons Mouth Columbus sighted the south coast of Espanola$ which coast he made at a point a long way to the east of the new settlement that he had instructed Bartholomew to found; and as the winds were contrary$ and he feared it might take him a long time to beat up against them$ he sent a boat ashore with a letter which was to be delivered by a native messenger to the Adelantado. The letter was delivered; a few days later a caravel was sighted which contained Bartholomew himself; and once more$ after a long separation$ these two friends and brothers were united.
Asia,Asia,100.6196553,34.047863,The High-Admiral of the Ocean-Sea and Viceroy and Governor-General of the islands and mainland of Asia and the Indies$ belonging to the King and Queen$ my Lords$ and the Captain-General of the Sea$ and a Member of their Council.
Evangelista,San Juan Teotihuacan de Arista $ Mexico,-98.87970290000001,19.6885784,Perhaps in his madness he would really have gone on and tried to reach the Golden Chersonesus of Ptolemy$ which according to Marco Polo lay just beyond$ and so to steer homeward round Ceylon and the Cape of Good Hope; in which case he would either have been lost or would have discovered Mexico. The crews$ however$ would not hear of the voyage being continued westward. The ships were leaking and the salt water was spoiling the already doubtful provisions and he was forced to turn back. He stood to the south-east$ and reached the Isle of Pines$ to which he gave the name of Evangelista$ where the water-casks were filled$ and from there he tried to sail back to the east. But he found himself surrounded by islands and banks in every direction$ which made any straight course impossible. He sailed south and east and west and north$ and found himself always back again in the middle of this charmed group of islands. He spent almost a month trying to escape from them$ and once his ship went ashore on a sandbank and was only warped off with the greatest difficulty. On July 7th he was back again in the region of the Queens Gardens$ from which he stood across to the coast of Cuba.
Black,Los Angeles $ United States,-118.3245963,34.0906174,In this faith$ then$ and with this equipment$ and about the year 1465$ Christopher Columbus began his sea travels. His voyages would be doubtless at first much along the coasts$ and across to Alexandria and the Islands. There would be returnings to Genoa$ and glad welcomings by the little household in the narrow street; in 1472 and 1473 he was with his father at Savona$ helping with the wool-weaving and tavern-keeping; possibly also there were interviews with Benincasa$ who was at that time living in Genoa$ and making his famous sea-charts. Perhaps it was in his studio that Christopher first saw a chart$ and first fell in love with the magic that can transfer the shapes of oceans and continents to a piece of paper. Then he would be off again in another ship$ to the Golden Horn perhaps$ or the Black Sea$ for the Genoese had a great Crimean trade. This is all conjecture$ but very reasonable conjecture; what we know for a fact is that he saw the white gum drawn from the lentiscus shrubs in Chio at the time of their flowering; that fragrant memory is preserved long afterwards in his own writings$ evoked by some incident in the newly-discovered islands of the West. There are vague rumours and stories of his having been engaged in various expeditionsamong them one fitted out in Genoa by John of Anjou to recover the kingdom of Naples for King Rene of Provence; but there is no reason to believe these rumours: good reason to disbelieve them$ rather.
Coast,Chicago $ United States,-87.61840649999999,41.8873607,While Diego$ as this son was christened$ was yet only a baby in his cradle$ Columbus made an important voyage to the$ coast of Guinea as all the western part of the African continent was then called. His solid and practical qualities were by this time beginning to be recognised even by Philippas haughty family$ and it was possibly through the interest of her uncle$ Pedro Noronhas$ a distinguished minister of the King of Portugal$ that he got the command of a caravel in the expedition which set out for Guinea in December 1481. A few miles from Cape Coast Castle$ and on the borders of the Dutch colony$ there are to-day the ruined remains of a fort; and it is this fort$ the fortress of St. George$ that the expedition was sent out to erect. On the 11th of December the little fleet set sail for [from? D.W.] Lisbonten caravels$ and two barges or lighters laden with the necessary masonry and timber-work for the fort. Columbus was in command of one of the caravels$ and the whole fleet was commanded by the Portuguese Admiral Azumbaga. They would certainly see Porto Santo and Madeira on their way south$ although they did not call there; and Philippa was no doubt looking out for them$ and watching from the sand-hills the fleet of twelve ships going by in the offing. They called at Cape Verde$ where the Admiral was commissioned to present one of the negro kings with some horses and hawks$ and incidentally to obtain his assent to a treaty. On the 19th of January 1482$ having made a very good voyage$ they$ landed just beyond the Cape of the Three Points$ and immediately set about the business of the expedition.
PALOS,Palos Heights $ United States,-87.8127892,41.6691483,CHAPTER XII. THE PREPARATIONS AT PALOS
North,Wichita $ United States,-97.34509100000001,37.709862,This conception of the world excluded the Pacific Ocean and the continent of North and South America$ and made it reasonable to suppose that any one who sailed westward long enough from Spain would ultimately reach Cathay and the Indies. Behaims globe$ which was completed in the year 1492$ represented the farthest point that geographical knowledge had reached previous to the discoveries of Columbus$ and on it is shown the island of Cipango or Japan.
Salamanca,Salamanca $ Spain,-5.663539699999999,40.9701039,From Segovia Columbus followed the Court to Salamanca and thence to Valladolid$ where his increasing illness kept him a prisoner after the Court had left to greet Philip and Juana. He had been in attendance upon it for nearly a year$ and without any results: and now$ as his infirmity increased$ he turned to the settling of his own affairs$ and drawing up of wills and codicilsall very elaborate and precise. In these occupations his worldly affairs were duly rounded off; and on May 19$ 1506$ having finally ratified a will which he had made in Segovia a year before$ in which the descent of his honours was entailed upon Diego and his heirs$ or failing him Ferdinand and his heirs$ or failing him Bartholomew and his heirs$ he turned to the settlement of his soul.
Alhambra,Granada $ Spain,-3.5881413,37.1760783,During all the time that Columbus and his brothers were struggling with the impossible situation at Espanola there was but one influence at work in Spain$ and that was entirely destructive to the Admiral. Every caravel that came from the New World brought two things. It brought a crowd of discontented colonists$ many of whom had grave reasons for their discontent; and it brought letters from the Admiral in which more and more promises were held out$ but in which also querulous complaints against this and that person$ and against the Spanish settlers generally$ were set forth at wearisome length. It is not remarkable that the people of Spain$ even those who were well disposed towards Columbus$ began to wonder if these two things were not cause and effect. The settlers may have been a poor lot$ but they were the material with which Columbus had to deal; he had powers enough$ Heaven knew$ powers of life and death; and the problem began to resolve itself in the minds of those at the head of affairs in Spain in the following terms. Given an island$ rich and luxuriant beyond the dreams of man; given a native population easily subdued; given settlers of one kind or another; and given a Viceroy with unlimited powerscould he or could he not govern the island? It was a by no means unfair way of putting the case$ and there is little justice in the wild abuse that has been hurled at Ferdinand and Isabella on this ground. Columbus may have been the greatest genius in the world; very possibly they admitted it; but in the meanwhile Spain was resounding with the cries of the impoverished colonists who had returned from his ocean Paradise. No doubt the Sovereigns ignored them as much as they possibly could; but when it came to ragged emaciated beggars coming in batches of fifty at a time and sitting in the very courts of the Alhambra$ exhibiting bunches of grapes and saying that that was all they could afford to live upon since they had come back from the New World$ some notice had to be taken of it. Even young Diego and Ferdinand$ the Admirals sons$ came in for the obloquy with which his name was associated; the colonial vagabonds hung round the portals of the palace and cried out upon them as they passed so that they began to dislike going out. Columbus$ as we know$ had plenty of enemies who had access to the King and Queen; and never had enemies an easier case to urge. Money was continually being spent on ships and supplies; where was the return for it? What about the Ophir of Solomon? What about the Land of Spices? What about the pearls? And if you want to add a touch of absurdity$ what about the Garden of Eden and the Great Khan?
Medina,Medina $ Saudi Arabia,39.5691841,24.5246542,It became necessary now to raise a considerable sum of money for the new expedition. Two-thirds of the ecclesiastical tithes were appropriated$ and a large proportion of the confiscated property of the Jews who had been banished from Spain the year before; but this was not enough; and five million maravedis were borrowed from the Duke of Medina Sidonia in order to complete the financial supplies necessary for this very costly expedition. There was a treasurer$ Francisco Pinelo$ and an accountant$ Juan de Soria$ who had charge of all the financial arrangements; but the whole of the preparations were conducted on a ruinously expensive scale$ owing to the haste which the diplomatic relations with Portugal made necessary. The provisioning was done by a Florentine merchant named Juonato Beradi$ who had an assistant named Amerigo Vespucciwho$ by a strange accident$ was afterwards to give his name to the continent of the New World.
Quarto,Quarto $ Italy,14.1452416,40.8784309,In 1450 he bought a pleasant house at Quarto$ a village on the sea-shore about a mile to the west of Quinto and about five miles to the east of Genoa. It was probably a pure speculation$ as he immediately leased the house for two years$ and never lived in it himself$ although it was a pleasant place$ with an orchard of olives and figs and various other treesarboratum olivis ficubus et aliis diversis arboribus. His next recorded transaction is in 1466$ when he went security for a friend$ doubtless with disastrous results. In 1473 he sold the house at the Olive Gate$ that suburban dwelling where probably Christopher was born$ and in 1474 he invested the proceeds of that sale in a piece of land which I have referred to before$ situated in the suburbs of Savona$ with which were sold those agreeable and useless wine-vats. Domenico was living at Savona then$ and the property which he so fatuously acquired consisted of two large pieces of land on the Via Valcalda$ containing a few vines$ a plantation of fruit-trees$ and a large area of shrub and underwood. The price$ however$ was never paid in full$ and was the cause of a lawsuit which dragged on for forty years$ and was finally settled by Don Diego Columbus$ Christophers son$ who sent a special authority from Hispaniola.
Tinto,Philadelphia $ United States,-75.17384489999999,39.9515011,They crossed over to the mainland of Honduras on August 15th$ Bartholomew landing and attending mass on the beach as the Admiral himself was too ill to go ashore. Three days later the cross and banner of Castile were duly erected on the shores of the Rio Tinto and the country was formally annexed. The natives were friendly$ and supplied the ships with provisions; but they were very black and ugly$ and Columbus readily believed the assertion of his native guide that they were cannibals. They continued their course to the eastward$ but as the gulf narrowed the force of the west-going current was felt more severely. Columbus$ believing that the strait which he sought lay to the eastward$ laboured against the current$ and his difficulties were increased by the bad weather which he now encountered. There were squalls and hurricanes$ tempests and cross-currents that knocked his frail ships about and almost swamped them. Anchors and gear were lost$ the sails were torn out of the bolt-ropes$ timbers were strained; and for six weeks this state of affairs went on to an accompaniment of thunder and lightning which added to the terror and discomfort of the mariners.
Casas,San Diego $ United States,-117.1201574,32.8314494, [The substance of these murmurings is not in the abridged Journal$ but is given by Las Casas under the date of September 24.]
Esperanza,Yorba Linda $ United States,-117.7567215,33.87557100000001,It may perhaps be wearisome to the reader to return to the tangled and depressing situation in Espanola$ but it cannot be half so wearisome as it was for Columbus$ whom we left enveloped in that dark cloud of error and surrender in which he sacrificed his dignity and good faith to the impudent demands of a mutinous servant. To his other troubles in San Domingo the presence of this Roldan was now added; and the reinstated Alcalde was not long in making use of the victory he had gained. He bore himself with intolerable arrogance and insolence$ discharging one of Columbuss personal bodyguard on the ground that no one should hold any office on the island except with his consent. He demanded grants of land for himself and his followers$ which Columbus held himself obliged to concede; and the Admiral$ further to pacify him$ invented a very disastrous system of repartimientos$ under which certain chiefs were relieved from paying tribute on condition of furnishing feudal service to the settlersa system which rapidly developed into the most cruel and oppressive kind of slavery. The Admiral at this time also$ in despair of keeping things quiet by his old methods of peace and conciliation$ created a kind of police force which roamed about the island$ exacting tribute and meting out summary punishment to all defaulters. Among other concessions weakly made to Roldan at this time was the gift of the Crown estate of Esperanza$ situated in the Vega Real$ whither he betook himself and embarked on what was nothing more nor less than a despotic reign$ entirely ignoring the regulations and prerogatives of the Admiral$ and taking prisoners and administering punishment just as he pleased. The Admiral was helpless$ and thought of going back to Spain$ but the condition of the island was such that he did not dare to leave it. Instead$ he wrote a long letter to the Sovereigns$ full of complaints against other people and justifications of himself$ in the course of which he set forth those quibbling excuses for his capitulation to Roldan which we have already heard. And there was a pathetic request at the end of the letter that his son Diego might be sent out to him. As I have said$ Columbus was by this time a prematurely old man$ and feeling the clouds gathering about him$ and the loneliness and friendlessness of his position at Espanola$ he instinctively looked to the next generation for help$ and to the presence of his own son for sympathy and comfort.
Seguro,Oildale $ United States,-119.0212119,35.4185688,And finally$ to complete the account of the chief minor discoveries of these two busy years$ we must mention Pedro Alvarez Cabral of Portugal$ who was despatched in March 1$ 1500 from Lisbon to verify the discoveries of Da Gama. He reached Calicut six months later$ losing on the voyage four of his caravels and most of his company. Among the lost was Bartholomew Diaz$ the first discoverer of the Cape of Good Hope$ who was on this voyage in a subordinate capacity$ and whose bones were left to dissolve in the stormy waters that beat round the Cape whose barrier he was the first to pass. The chief event of this voyage$ however$ was not the reaching of Calicut nor the drowning of Diaz (which was chiefly of importance to himself$ poor soul!) but the discovery of Brazil$ which Cabral made in following the southerly course too far to the west. He landed there$ in the Bay of Porto Seguro$ on May 1$ 1500$ and took formal possession of the land for the Crown of Portugal$ naming it Vera Cruz$ or the Land of the True Cross.
Lanzarote,Lanzarote$ Las Palmas$ Spain,-13.5899733,29.0468535,The first mishap occurred on Monday$ August 6th$ when the Pinta carried away her rudder. The Pinta$ it will be remembered$ was commanded by Martin Alonso Pinzon$ and was owned by Gomaz Rascon and Christoval Quintero$ who had been at the bottom of some of the troubles ashore; and it was thought highly probable that these two rascals had something to do with the mishap$ which they had engineered in the hope that their vessel would be left behind at the Canaries. Martin Alonso$ however$ proved a man of resource$ and rigged up a sort of steering gear with ropes. There was a choppy sea$ and Columbus could not bring his own vessel near enough to render any assistance$ though he doubtless bawled his directions to Pinzon$ and looked with a troubled eye on the commotion going on on board the Pinta. On the next day the jury-rigged rudder carried away again$ and was again repaired$ but it was decided to try and make the island of Lanzarote in the Canaries$ and to get another caravel to replace the Pinta. All through the next day the Santa Maria and the Nina had to shorten sail in order not to leave the damaged Pinta behind; the three captains had a discussion and difference of opinion as to where they were; but Columbus$ who was a genius at dead-reckoning$ proved to be right in his surmise$ and they came in sight of the Canaries on Thursday morning$ August 9th.
Long,London $ Canada,-81.3137649,43.0179333,Fernandina was the name which Columbus had already given to Long Island when he sighted it from Santa Maria; and he reached it in the evening of Tuesday$ October 16th. The man in the canoe had arrived before him; and the astute Admiral had the satisfaction of finding that once more his cleverness had been rewarded$ and that the man in the canoe had given such glowing accounts of his generosity that there was no difficulty about his getting water and supplies. While the barrels of water were being filled he landed and strolled about in the pleasant groves$ observing the islanders and their customs$ and finding them on the whole a little more sophisticated than those of San Salvador. The women wore mantillas on their heads and little pieces of cotton round their loinsa sufficiently odd costume; and they appeared to Columbus to be a little more astute than the other islanders$ for though they brought cotton in quantities to the ships they exacted payment of beads for it. In the charm and wonder of his walk in this enchanted land he was able for a moment to forget his hunger for gold and to admire the great branching palm-trees$ and the fish that
Grenada,Grenada,-61.67899999999999,12.1165,On August 11th Columbus turned east again after having given up the attempt to find a passage to the north round Paria. There were practical considerations that brought him to this action. As the water was growing shoaler and shoaler he had sent a caravel of light draft some way further to the westward$ and she reported that there lay ahead of her a great inner bay or gulf consisting of almost entirely fresh water. Provisions$ moreover$ were running short$ and were$ as usual$ turning bad; the Admirals health made vigorous action of any kind impossible for him; he was anxious about the condition of Espanolaanxious also$ as we have seen$ to send this great news home; and he therefore turned back and decided to risk the passage of the Dragons Mouth. He anchored in the neighbouring harbour until the wind was in the right quarter$ and with some trepidation put his ships into the boiling tideway. When they were in the middle of the passage the wind fell to a dead calm$ and the ships$ with their sails hanging loose$ were borne on the dizzy surface of eddies$ overfalls$ and whirls of the tide. Fortunately there was deep water in the passage$ and the strength of the current carried them safely through. Once outside they bore away to the northward$ sighting the islands of Tobago and Grenada and$ turning westward again$ came to the islands of Cubagua and Margarita$ where three pounds of pearls were bartered from the natives. A week after the passage of the Dragons Mouth Columbus sighted the south coast of Espanola$ which coast he made at a point a long way to the east of the new settlement that he had instructed Bartholomew to found; and as the winds were contrary$ and he feared it might take him a long time to beat up against them$ he sent a boat ashore with a letter which was to be delivered by a native messenger to the Adelantado. The letter was delivered; a few days later a caravel was sighted which contained Bartholomew himself; and once more$ after a long separation$ these two friends and brothers were united.
Castle,Valier $ United States,-112.7632429,48.188534,While Diego$ as this son was christened$ was yet only a baby in his cradle$ Columbus made an important voyage to the$ coast of Guinea as all the western part of the African continent was then called. His solid and practical qualities were by this time beginning to be recognised even by Philippas haughty family$ and it was possibly through the interest of her uncle$ Pedro Noronhas$ a distinguished minister of the King of Portugal$ that he got the command of a caravel in the expedition which set out for Guinea in December 1481. A few miles from Cape Coast Castle$ and on the borders of the Dutch colony$ there are to-day the ruined remains of a fort; and it is this fort$ the fortress of St. George$ that the expedition was sent out to erect. On the 11th of December the little fleet set sail for [from? D.W.] Lisbonten caravels$ and two barges or lighters laden with the necessary masonry and timber-work for the fort. Columbus was in command of one of the caravels$ and the whole fleet was commanded by the Portuguese Admiral Azumbaga. They would certainly see Porto Santo and Madeira on their way south$ although they did not call there; and Philippa was no doubt looking out for them$ and watching from the sand-hills the fleet of twelve ships going by in the offing. They called at Cape Verde$ where the Admiral was commissioned to present one of the negro kings with some horses and hawks$ and incidentally to obtain his assent to a treaty. On the 19th of January 1482$ having made a very good voyage$ they$ landed just beyond the Cape of the Three Points$ and immediately set about the business of the expedition.
